Tipo, Velocidad, Posición, Tiempo, Colisión
Pelota,8.88,Derecha,4.06,False
Pelota,7.79,Izquierda,6.07,False
Pelota,8.83,Derecha,8.07,False
Pelota,7.65,Derecha,10.08,False
Pelota,7.95,Izquierda,12.09,False
Pelota,7.20,Izquierda,14.09,True
Pelota,8.86,Izquierda,16.09,True
Pelota,8.97,Izquierda,18.10,False
Pelota,8.59,Derecha,20.11,False
Pelota,7.35,Izquierda,22.11,False
Pelota,7.67,Derecha,24.12,False
Pelota,8.93,Izquierda,26.12,False
Pelota,7.21,Derecha,28.14,False
Pelota,9.28,Derecha,30.14,False
Pelota,9.15,Derecha,31.65,False
Pelota,9.59,Izquierda,33.15,False
Pelota,9.13,Derecha,34.66,False
Pelota,9.05,Derecha,36.16,False
Pelota,10.34,Derecha,37.66,True
Pelota,9.61,Izquierda,39.17,False
Pelota,9.20,Derecha,40.67,False
Pelota,10.72,Derecha,42.18,False
Pelota,9.20,Derecha,43.69,False
Pelota,10.48,Derecha,45.19,False
Pelota,9.12,Izquierda,46.70,False
Pelota,10.78,Derecha,48.20,False
Pelota,9.48,Derecha,49.70,True
Pelota,8.67,Izquierda,51.21,False
Pelota,10.20,Derecha,52.71,False
Pelota,10.28,Izquierda,54.23,False
Pelota,9.06,Derecha,55.73,False
Pelota,10.22,Derecha,57.24,False
Pelota,9.82,Izquierda,58.74,False
 
PELOTAS RECIBIDAS: , 33,100.00%
, Aciertos: , 29, Derecha: , 18, Izquierda: ,11
, , 87.88% , , 62.07%, ,37.93%
, Errores: , 4, Derecha: , 2, Izquierda: ,2
, , 12.12% , , 50.00%, ,50.00%
 
PUNTOS FINALES:, 1
 
OWO: ,True
